source,contest_key,contest_agg_id,category_key,category,contest,contest_total_votes,precincts_total,precincts_reporting,registered_voters,ballots_cast,candidate_index,candidate,party,votes,pct,winner_flag,choice_agg_id,crc,cro
summary,5250,,C_0,Results,"HOUSE OF DELEGATES, 76th District",7000,1,1,0,0,0,RICK GARCIA,DEM,3568,50.9714285714286,0,,0,0
summary,5250,,C_0,Results,"HOUSE OF DELEGATES, 76th District",7000,1,1,0,0,1,JON DODDS,REP,3432,49.0285714285714,0,,0,0
summary,5300,,C_0,Results,"HOUSE OF DELEGATES, 77th District",6984,2,2,0,0,0,JOE STATLER,REP,6984,100,0,,0,0
summary,5350,,C_0,Results,"HOUSE OF DELEGATES, 78th District",8335,1,1,0,0,0,GENO CHIARELLI,REP,4641,55.6808638272346,0,,0,0
summary,5350,,C_0,Results,"HOUSE OF DELEGATES, 78th District",8335,1,1,0,0,1,DIANE MARKET GASTON,DEM,3694,44.3191361727654,0,,0,0
summary,5400,,C_0,Results,"HOUSE OF DELEGATES, 79th District",4496,1,1,0,0,0,EVAN HANSEN,DEM,4496,100,0,,0,0
summary,5450,,C_0,Results,"HOUSE OF DELEGATES, 80th District",5587,1,1,0,0,0,JOHN WILLIAMS,DEM,3283,58.7614104170396,0,,0,0
summary,5450,,C_0,Results,"HOUSE OF DELEGATES, 80th District",5587,1,1,0,0,1,SUMMER D.  HARTLEY,REP,2304,41.2385895829604,0,,0,0
summary,5500,,C_0,Results,"HOUSE OF DELEGATES, 81st District",3456,1,1,0,0,0,ANITRA L. HAMILTON,DEM,3456,100,0,,0,0
summary,5550,,C_0,Results,"HOUSE OF DELEGATES, 82nd District",8633,1,1,0,0,0,DAVID  McCORMICK,REP,4657,53.9441677284837,0,,0,0
summary,5550,,C_0,Results,"HOUSE OF DELEGATES, 82nd District",8633,1,1,0,0,1,BILL REGER-NASH,DEM,3976,46.0558322715163,0,,0,0
summary,5600,,C_0,Results,"HOUSE OF DELEGATES, 83rd District",5910,1,1,0,0,0,GEORGE STREET,REP,5910,100,0,,0,0
summary,5650,,C_0,Results,"HOUSE OF DELEGATES, 84th District",6455,1,1,0,0,0,D. R. BUCK  JENNINGS,REP,6455,100,0,,0,0
summary,5700,,C_0,Results,"HOUSE OF DELEGATES, 85th District",7403,2,2,0,0,0,JOHN PAUL HOTT II,REP,7403,100,0,,0,0
summary,5750,,C_0,Results,"HOUSE OF DELEGATES, 86th District",6623,2,2,0,0,0,BRYAN C. WARD,REP,6623,100,0,,0,0
summary,5800,,C_0,Results,"HOUSE OF DELEGATES, 87th District",6744,1,1,0,0,0,GARY G. HOWELL,REP,6744,100,0,,0,0
summary,5850,,C_0,Results,"HOUSE OF DELEGATES, 88th District",7872,2,2,0,0,0,RICK HILLENBRAND,REP,6176,78.4552845528455,0,,0,0
summary,5850,,C_0,Results,"HOUSE OF DELEGATES, 88th District",7872,2,2,0,0,1,AMANDA VINCENT,DEM,1696,21.5447154471545,0,,0,0
summary,5900,,C_0,Results,"HOUSE OF DELEGATES, 89th District",8391,2,2,0,0,0,DARREN J THORNE,REP,6665,79.4303420331307,0,,0,0
summary,5900,,C_0,Results,"HOUSE OF DELEGATES, 89th District",8391,2,2,0,0,1,ALYSON REEVES,DEM,1726,20.5696579668693,0,,0,0
summary,5950,,C_0,Results,"HOUSE OF DELEGATES, 90th District",8712,2,2,0,0,0,GEORGE MILLER,REP,8712,100,0,,0,0
summary,6000,,C_0,Results,"HOUSE OF DELEGATES, 91st District",7834,1,1,0,0,0,JOSEPH DE SOTO,REP,5974,76.257339800868,0,,0,0
summary,6000,,C_0,Results,"HOUSE OF DELEGATES, 91st District",7834,1,1,0,0,1,RICK THOMSON,CST,1860,23.742660199132,0,,0,0
summary,6050,,C_0,Results,"HOUSE OF DELEGATES, 92nd District",7176,1,1,0,0,0,MICHAEL HITE,REP,7176,100,0,,0,0
summary,6100,,C_0,Results,"HOUSE OF DELEGATES, 93rd District",5159,1,1,0,0,0,MIKE HORNBY,REP,5159,100,0,,0,0
summary,6150,,C_0,Results,"HOUSE OF DELEGATES, 94th District",6413,1,1,0,0,0,LARRY D KUMP,REP,6413,100,0,,0,0
summary,6200,,C_0,Results,"HOUSE OF DELEGATES, 95th District",7238,1,1,0,0,0,CHARLES “CHUCK” K. HORST,REP,4877,67.380491848577,0,,0,0
summary,6200,,C_0,Results,"HOUSE OF DELEGATES, 95th District",7238,1,1,0,0,1,DEBI CARROLL,DEM,2361,32.619508151423,0,,0,0
summary,6250,,C_0,Results,"HOUSE OF DELEGATES, 96th District",7576,1,1,0,0,0,LISA  WHITE,REP,5383,71.0533262935586,0,,0,0
summary,6250,,C_0,Results,"HOUSE OF DELEGATES, 96th District",7576,1,1,0,0,1,ANIQUA “NIKKI” LOWER,DEM,2193,28.9466737064414,0,,0,0
summary,6300,,C_0,Results,"HOUSE OF DELEGATES, 97th District",8482,2,2,0,0,0,S. CHRIS ANDERS,REP,4594,54.1617543032304,0,,0,0
summary,6300,,C_0,Results,"HOUSE OF DELEGATES, 97th District",8482,2,2,0,0,1,LUCIA VALENTINE,DEM,3888,45.8382456967696,0,,0,0
summary,6350,,C_0,Results,"HOUSE OF DELEGATES, 98th District",7783,1,1,0,0,0,JOE FUNKHOUSER,REP,5136,65.9899781575228,0,,0,0
summary,6350,,C_0,Results,"HOUSE OF DELEGATES, 98th District",7783,1,1,0,0,1,TROY N. MILLER,DEM,2647,34.0100218424772,0,,0,0
summary,6400,,C_0,Results,"HOUSE OF DELEGATES, 99th District",8969,1,1,0,0,0,WAYNE CLARK,REP,5199,57.9663284647118,0,,0,0
summary,6400,,C_0,Results,"HOUSE OF DELEGATES, 99th District",8969,1,1,0,0,1,OSMUND ANTONIO ANDERSON,DEM,3770,42.0336715352882,0,,0,0
summary,6450,,C_0,Results,"HOUSE OF DELEGATES, 100th District",8637,1,1,0,0,0,WILLIAM RIDENOUR,REP,4610,53.3750144726178,0,,0,0
summary,6450,,C_0,Results,"HOUSE OF DELEGATES, 100th District",8637,1,1,0,0,1,MARIA RUSSO,DEM,4027,46.6249855273822,0,,0,0
summary,6500,,C_0,Results,Amendment No.1: Protection of Persons Against Medically Assisted Suicide,674924,55,53,0,0,0,FOR,,340403,50.4357527662374,0,,0,0
summary,6500,,C_0,Results,Amendment No.1: Protection of Persons Against Medically Assisted Suicide,674924,55,53,0,0,1,AGAINST,,334521,49.5642472337626,0,,0,0
summary,6550,,C_0,Results,"NONPARTISAN ELECTION OF CIRCUIT COURT JUDGE, 14th Judicial Circuit - Division 2",26493,1,0,0,0,0,MICHAEL E. FROBLE,,13397,50.5680745857396,0,,0,0
summary,6550,,C_0,Results,"NONPARTISAN ELECTION OF CIRCUIT COURT JUDGE, 14th Judicial Circuit - Division 2",26493,1,0,0,0,1,RUSSELL O. “RUSTY” WOOTON,,13096,49.4319254142604,0,,0,0
sum,100,100,,,U.S. PRESIDENT,762390,55,55,0,770587,0,DONALD J. TRUMP,REP,533556,69.984653523787,0,1,0,0
sum,100,100,,,U.S. PRESIDENT,762390,55,55,0,770587,1,KAMALA D. HARRIS,DEM,214309,28.1101535959286,0,2,0,0
sum,100,100,,,U.S. PRESIDENT,762390,55,55,0,770587,2,ROBERT F. KENNEDY JR.,IND,8947,1.17354634766983,0,5,0,0
sum,100,100,,,U.S. PRESIDENT,762390,55,55,0,770587,3,CHASE OLIVER,LBN,3047,0.399664213853802,0,3,0,0
sum,100,100,,,U.S. PRESIDENT,762390,55,55,0,770587,4,JILL STEIN,MTN,2531,0.331982318760739,0,4,0,0
sum,150,150,,,U.S. SENATOR,747702,55,55,0,770587,0,JIM JUSTICE,REP,514079,68.7545305482666,0,1,0,0
sum,150,150,,,U.S. SENATOR,747702,55,55,0,770587,1,GLENN ELLIOTT,DEM,207548,27.7581175388056,0,2,0,0
sum,150,150,,,U.S. SENATOR,747702,55,55,0,770587,2,DAVID MORAN,LBN,26075,3.48735191292788,0,3,0,0
sum,200,200,,,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",344145,28,28,0,368718,0,CAROL MILLER,REP,228491,66.3938165598803,0,1,0,0
sum,200,200,,,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",344145,28,28,0,368718,1,CHRIS BOB REED,DEM,90038,26.1628092809717,0,2,0,0
sum,200,200,,,"U.S. HOUSE OF REPRESENTATIVES, 1st Congressional District",344145,28,28,0,368718,2,WES HOLDEN,IND,25616,7.44337415914803,0,3,0,0
sum,250,250,,,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",378965,27,27,0,401869,0,RILEY MOORE,REP,268190,70.7690683836238,0,1,0,0
sum,250,250,,,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",378965,27,27,0,401869,1,STEVEN WENDELIN,DEM,110775,29.2309316163762,0,2,0,0
sum,300,300,,,GOVERNOR,740928,55,55,0,770587,0,PATRICK MORRISEY,REP,459300,61.9898289712361,0,1,0,0
sum,300,300,,,GOVERNOR,740928,55,55,0,770587,1,STEVE WILLIAMS,DEM,233976,31.5787768852034,0,2,0,0
sum,300,300,,,GOVERNOR,740928,55,55,0,770587,2,ERIKA KLIE KOLENICH,LBN,21228,2.86505571391552,0,3,0,0
sum,300,300,,,GOVERNOR,740928,55,55,0,770587,3,S. MARSHALL WILSON,CST,16828,2.27120583916386,0,5,0,0
sum,300,300,,,GOVERNOR,740928,55,55,0,770587,4,CHASE LINKO-LOOPER,MTN,9596,1.29513259048113,0,4,0,0
sum,350,350,,,SECRETARY OF STATE,718230,55,55,0,770587,0,KRIS WARNER,REP,510992,71.1460117232641,0,1,0,0
sum,350,350,,,SECRETARY OF STATE,718230,55,55,0,770587,1,THORNTON COOPER,DEM,207238,28.8539882767359,0,2,0,0
sum,400,400,,,AUDITOR,711228,55,55,0,770587,0,MARK HUNT,REP,488737,68.7173452113809,0,1,0,0
sum,400,400,,,AUDITOR,711228,55,55,0,770587,1,MARY ANN ROEBUCK CLAYTOR,DEM,222491,31.2826547886191,0,2,0,0
sum,450,450,,,TREASURER,602718,55,55,0,770587,0,LARRY PACK,REP,602718,100,0,1,0,0
sum,500,500,,,COMMISSIONER OF AGRICULTURE,710095,55,55,0,770587,0,KENT LEONHARDT,REP,490964,69.140607946824,0,1,0,0
sum,500,500,,,COMMISSIONER OF AGRICULTURE,710095,55,55,0,770587,1,DEBORAH STILES,DEM,219131,30.859392053176,0,2,0,0
sum,550,550,,,ATTORNEY GENERAL,716106,55,55,0,770587,0,JOHN “JB” McCUSKEY,REP,501452,70.0248287264735,0,1,0,0
sum,550,550,,,ATTORNEY GENERAL,716106,55,55,0,770587,1,TERESA TORISEVA,DEM,214654,29.9751712735265,0,2,0,0
sum,600,600,,,"STATE SENATOR, 1st Senatorial District",37739,4,4,0,46072,0,RYAN W. WELD,REP,37739,100,0,1,0,0
sum,650,650,,,"STATE SENATOR, 2nd Senatorial District",37022,6,6,0,46996,0,CHRIS ROSE,REP,37022,100,0,1,0,0
sum,700,700,,,"STATE SENATOR, 3rd Senatorial District",37987,4,4,0,47725,0,DONNA J. BOLEY,REP,37987,100,0,1,0,0
sum,750,750,,,"STATE SENATOR, 4th Senatorial District",44998,4,4,0,48207,0,AMY NICHOLE GRADY,REP,33655,74.7922129872439,0,1,0,0
sum,750,750,,,"STATE SENATOR, 4th Senatorial District",44998,4,4,0,48207,1,DWAYNE RUSSELL,DEM,11343,25.2077870127561,0,2,0,0
sum,800,800,,,"STATE SENATOR, 5th Senatorial District",39049,2,2,0,41053,0,SCOTT FULLER,REP,19951,51.0922174703578,0,1,0,0
sum,800,800,,,"STATE SENATOR, 5th Senatorial District",39049,2,2,0,41053,1,RIC GRIFFITH,DEM,19098,48.9077825296422,0,2,0,0
sum,850,850,,,"STATE SENATOR, 6th Senatorial District",37703,4,4,0,40740,0,CRAIG A. HART,REP,23014,61.0402355250245,0,1,0,0
sum,850,850,,,"STATE SENATOR, 6th Senatorial District",37703,4,4,0,40740,1,JEFF DISIBBIO,DEM,12924,34.2784393814816,0,2,0,0
sum,850,850,,,"STATE SENATOR, 6th Senatorial District",37703,4,4,0,40740,2,DAVE SARTIN,IND,1765,4.68132509349389,0,3,0,0
sum,900,900,,,"STATE SENATOR, 7th Senatorial District",28849,4,4,0,37181,0,RUPIE PHILLIPS,REP,28849,100,0,1,0,0
sum,1000,1000,,,"STATE SENATOR, 8th Senatorial District",30980,5,5,0,41404,0,GLENN D. JEFFRIES,REP,30980,100,0,1,0,0
sum,1050,1050,,,"STATE SENATOR, 9th Senatorial District",40974,3,3,0,44169,0,BRIAN HELTON,REP,30734,75.0085420022453,0,1,0,0
sum,1050,1050,,,"STATE SENATOR, 9th Senatorial District",40974,3,3,0,44169,1,CHRISTY CARDWELL,DEM,10240,24.9914579977547,0,2,0,0
sum,1100,1100,,,"STATE SENATOR, 10th Senatorial District",37651,5,5,0,47490,0,JACK DAVID WOODRUM,REP,37651,100,0,1,0,0
sum,1150,1150,,,"STATE SENATOR, 11th Senatorial District",41192,7,7,0,43951,0,ROBBIE MORRIS,REP,31279,75.9346475043698,0,1,0,0
sum,1150,1150,,,"STATE SENATOR, 11th Senatorial District",41192,7,7,0,43951,1,MANDY SMITH WEIRICH,DEM,9913,24.0653524956302,0,2,0,0
sum,1200,1200,,,"STATE SENATOR, 12th Senatorial District",37167,5,5,0,46195,0,PATRICK S MARTIN,REP,37167,100,0,1,0,0
sum,1250,1250,,,"STATE SENATOR, 13th Senatorial District",40211,2,2,0,42137,0,JOEY GARCIA,DEM,21890,54.4378403919326,0,2,0,0
sum,1250,1250,,,"STATE SENATOR, 13th Senatorial District",40211,2,2,0,42137,1,REBECCA POLIS,REP,18321,45.5621596080674,0,1,0,0
sum,1300,1300,,,"STATE SENATOR, 14th Senatorial District",41890,6,6,0,46847,0,RANDY E. SMITH,REP,36296,86.6459775602769,0,1,0,0
sum,1300,1300,,,"STATE SENATOR, 14th Senatorial District",41890,6,6,0,46847,1,BETSY ORNDOFF-SAYERS,MTN,5594,13.3540224397231,0,2,0,0
sum,1350,1350,,,"STATE SENATOR, 15th Senatorial District",49297,3,3,0,51989,0,THOMAS (TOM) WILLIS,REP,35979,72.9841572509483,0,1,0,0
sum,1350,1350,,,"STATE SENATOR, 15th Senatorial District",49297,3,3,0,51989,1,ANTHONY MURRAY,DEM,13318,27.0158427490517,0,2,0,0
sum,1400,1400,,,"STATE SENATOR, 16th Senatorial District",51648,2,2,0,53730,0,PATRICIA RUCKER,REP,31003,60.0274938042131,0,1,0,0
sum,1400,1400,,,"STATE SENATOR, 16th Senatorial District",51648,2,2,0,53730,1,JOHN DOYLE,DEM,20645,39.9725061957869,0,2,0,0
sum,1450,1450,,,"STATE SENATOR, 17th Senatorial District",41903,1,1,0,44701,0,ERIC NELSON,REP,26931,64.269861346443,0,1,0,0
sum,1450,1450,,,"STATE SENATOR, 17th Senatorial District",41903,1,1,0,44701,1,BIL LEPP,DEM,14972,35.730138653557,0,2,0,0
sum,1500,1500,,,"HOUSE OF DELEGATES, 1st District",7689,2,2,0,9057,0,PAT McGEEHAN,REP,7689,100,0,1,0,0
sum,1550,1550,,,"HOUSE OF DELEGATES, 2nd District",7628,2,2,0,8025,0,MARK ZATEZALO,REP,5206,68.2485579444153,0,1,0,0
sum,1550,1550,,,"HOUSE OF DELEGATES, 2nd District",7628,2,2,0,8025,1,OLIVIA  DOWLER,DEM,2422,31.7514420555847,0,2,0,0
sum,1600,1600,,,"HOUSE OF DELEGATES, 3rd District",7450,2,2,0,8582,0,JIMMY WILLIS,REP,5128,68.8322147651007,0,1,0,0
sum,1600,1600,,,"HOUSE OF DELEGATES, 3rd District",7450,2,2,0,8582,1,DAVID CANTRELL,DEM,2322,31.1677852348993,0,2,0,0
sum,1650,1650,,,"HOUSE OF DELEGATES, 4th District",9084,1,1,0,10471,0,BILL FLANIGAN,REP,5991,65.9511228533686,0,1,0,0
sum,1650,1650,,,"HOUSE OF DELEGATES, 4th District",9084,1,1,0,10471,1,JONATHAN “JOHNNY” HAUGHT,DEM,3093,34.0488771466314,0,2,0,0
sum,1700,1700,,,"HOUSE OF DELEGATES, 5th District",7219,1,1,0,8440,0,SHAWN FLUHARTY,DEM,4135,57.2794015791661,0,2,0,0
sum,1700,1700,,,"HOUSE OF DELEGATES, 5th District",7219,1,1,0,8440,1,THOMAS M. SALKOVICK,REP,3084,42.7205984208339,0,1,0,0
sum,1750,1750,,,"HOUSE OF DELEGATES, 6th District",8126,1,1,0,8547,0,JEFF STEPHENS,REP,4560,56.1161703174994,0,1,0,0
sum,1750,1750,,,"HOUSE OF DELEGATES, 6th District",8126,1,1,0,8547,1,CODY CUMPSTON,DEM,3566,43.8838296825006,0,2,0,0
sum,1800,1800,,,"HOUSE OF DELEGATES, 7th District",7535,2,2,0,7881,0,CHARLES R. SHEEDY SR.,REP,5106,67.7637690776377,0,1,0,0
sum,1800,1800,,,"HOUSE OF DELEGATES, 7th District",7535,2,2,0,7881,1,DEVON  TENNANT,DEM,2429,32.2362309223623,0,2,0,0
sum,1850,1850,,,"HOUSE OF DELEGATES, 8th District",6537,3,3,0,7703,0,DAVID L. KELLY,REP,6537,100,0,1,0,0
sum,1900,1900,,,"HOUSE OF DELEGATES, 9th District",7475,3,3,0,8630,0,TRENTON CARL BARNHART,REP,7475,100,0,1,0,0
sum,1950,1950,,,"HOUSE OF DELEGATES, 10th District",7020,1,1,0,9288,0,BILL ANDERSON,REP,7020,100,0,1,0,0
sum,2000,2000,,,"HOUSE OF DELEGATES, 11th District",6272,1,1,0,8040,0,BOB FEHRENBACHER,REP,6272,100,0,1,0,0
sum,2050,2050,,,"HOUSE OF DELEGATES, 12th District",4847,1,1,0,6239,0,VERNON CRISS,REP,4847,100,0,1,0,0
sum,2100,2100,,,"HOUSE OF DELEGATES, 13th District",5883,1,1,0,7217,0,SCOT HECKERT,REP,5883,100,0,1,0,0
sum,2150,2150,,,"HOUSE OF DELEGATES, 14th District",8032,2,2,0,8375,0,DAVE FOGGIN,REP,6146,76.5189243027888,0,1,0,0
sum,2150,2150,,,"HOUSE OF DELEGATES, 14th District",8032,2,2,0,8375,1,JIM  MARION,DEM,1886,23.4810756972112,0,2,0,0
sum,2200,2200,,,"HOUSE OF DELEGATES, 15th District",7154,2,2,0,7519,0,ERICA J. MOORE,REP,5869,82.0380206877271,0,1,0,0
sum,2200,2200,,,"HOUSE OF DELEGATES, 15th District",7154,2,2,0,7519,1,JULIANNA PENFOLD,DEM,1285,17.9619793122729,0,2,0,0
sum,2250,2250,,,"HOUSE OF DELEGATES, 16th District",7482,1,1,0,8867,0,FREDERICK HAPPY JOE PARSONS,REP,7482,100,0,1,0,0
sum,2300,2300,,,"HOUSE OF DELEGATES, 17th District",6639,2,2,0,7980,0,JONATHAN ADAM PINSON,REP,6639,100,0,1,0,0
sum,2350,2350,,,"HOUSE OF DELEGATES, 18th District",7005,2,2,0,7325,0,JIM BUTLER,REP,5023,71.7059243397573,0,1,0,0
sum,2350,2350,,,"HOUSE OF DELEGATES, 18th District",7005,2,2,0,7325,1,ANDREA MEADOWS,DEM,1982,28.2940756602427,0,2,0,0
sum,2400,2400,,,"HOUSE OF DELEGATES, 19th District",6560,1,1,0,8497,0,KATHIE HESS CROUSE,REP,6560,100,0,1,0,0
sum,2450,2450,,,"HOUSE OF DELEGATES, 20th District",9238,1,1,0,9749,0,SARAH DRENNAN,REP,6617,71.6280580212167,0,1,0,0
sum,2450,2450,,,"HOUSE OF DELEGATES, 20th District",9238,1,1,0,9749,1,STEVE PATRICK,DEM,2621,28.3719419787833,0,2,0,0
sum,2500,2500,,,"HOUSE OF DELEGATES, 21st District",8501,1,1,0,9051,0,JARRED CANNON,REP,5865,68.9918833078461,0,1,0,0
sum,2500,2500,,,"HOUSE OF DELEGATES, 21st District",8501,1,1,0,9051,1,MICHAEL MOSTELLER II,DEM,2636,31.0081166921539,0,2,0,0
sum,2550,2550,,,"HOUSE OF DELEGATES, 22nd District",6091,1,1,0,7428,0,DANIEL LINVILLE,REP,6091,100,0,1,0,0
sum,2600,2600,,,"HOUSE OF DELEGATES, 23rd District",6843,1,1,0,7236,0,EVAN WORRELL,REP,5170,75.5516586292562,0,1,0,0
sum,2600,2600,,,"HOUSE OF DELEGATES, 23rd District",6843,1,1,0,7236,1,AMANDA BETH BEACH-BURGE,DEM,1673,24.4483413707438,0,2,0,0
sum,2650,2650,,,"HOUSE OF DELEGATES, 24th District",5486,1,1,0,5777,0,PATRICK LUCAS,REP,3134,57.1272329566168,0,1,0,0
sum,2650,2650,,,"HOUSE OF DELEGATES, 24th District",5486,1,1,0,5777,1,BILLY WRAY,DEM,2352,42.8727670433832,0,2,0,0
sum,2700,2700,,,"HOUSE OF DELEGATES, 25th District",4975,1,1,0,5172,0,SEAN HORNBUCKLE,DEM,3699,74.3517587939699,0,2,0,0
sum,2700,2700,,,"HOUSE OF DELEGATES, 25th District",4975,1,1,0,5172,1,CONNIE BEATY,REP,1276,25.6482412060301,0,1,0,0
sum,2750,2750,,,"HOUSE OF DELEGATES, 26th District",6046,1,1,0,8008,0,MATTHEW ROHRBACH,REP,6046,100,0,1,0,0
sum,2800,2800,,,"HOUSE OF DELEGATES, 27th District",6090,2,2,0,6485,0,MICHAEL D. AMOS,REP,3892,63.9080459770115,0,1,0,0
sum,2800,2800,,,"HOUSE OF DELEGATES, 27th District",6090,2,2,0,6485,1,GINA MILUM,DEM,1910,31.3628899835796,0,2,0,0
sum,2800,2800,,,"HOUSE OF DELEGATES, 27th District",6090,2,2,0,6485,2,CRAIG CARPENTER II,LBN,288,4.72906403940887,0,3,0,0
sum,2850,2850,,,"HOUSE OF DELEGATES, 28th District",6126,1,1,0,7871,0,RYAN BROWNING,REP,6126,100,0,1,0,0
sum,2900,2900,,,"HOUSE OF DELEGATES, 29th District",5589,2,2,0,6071,0,HENRY CORBY DILLON,REP,3397,60.7801037752729,0,1,0,0
sum,2900,2900,,,"HOUSE OF DELEGATES, 29th District",5589,2,2,0,6071,1,WAYNE BUG WILLIAMSON,DEM,2192,39.2198962247271,0,2,0,0
sum,2950,2950,,,"HOUSE OF DELEGATES, 30th District",6277,1,1,0,6655,0,JEFF ELDRIDGE,REP,4533,72.2160267643779,0,1,0,0
sum,2950,2950,,,"HOUSE OF DELEGATES, 30th District",6277,1,1,0,6655,1,BRITNEY BROGAN,DEM,1744,27.7839732356221,0,2,0,0
sum,3000,3000,,,"HOUSE OF DELEGATES, 31st District",5265,3,3,0,6672,0,MARGITTA MAZZOCCHI,REP,5265,100,0,1,0,0
sum,3050,3050,,,"HOUSE OF DELEGATES, 32nd District",6703,1,1,0,7016,0,JOSH HOLSTEIN,REP,4909,73.2358645382665,0,1,0,0
sum,3050,3050,,,"HOUSE OF DELEGATES, 32nd District",6703,1,1,0,7016,1,APRIL D. ESTEP,DEM,1794,26.7641354617336,0,2,0,0
sum,3100,3100,,,"HOUSE OF DELEGATES, 33rd District",5280,1,1,0,6730,0,JORDAN BRIDGES,REP,5280,100,0,1,0,0
sum,3150,3150,,,"HOUSE OF DELEGATES, 34th District",5383,2,2,0,6461,0,MARK DEAN,REP,5383,100,0,1,0,0
sum,3200,3200,,,"HOUSE OF DELEGATES, 35th District",5579,1,1,0,6454,0,ADAM VANCE,REP,5579,100,0,1,0,0
sum,3250,3250,,,"HOUSE OF DELEGATES, 36th District",4951,1,1,0,5416,0,S. DAVID GREEN,REP,3668,74.0860432235912,0,1,0,0
sum,3250,3250,,,"HOUSE OF DELEGATES, 36th District",4951,1,1,0,5416,1,TIFFANY CLEMINS,DEM,1283,25.9139567764088,0,2,0,0
sum,3300,3300,,,"HOUSE OF DELEGATES, 37th District",6569,1,1,0,6876,0,MARTY GEARHEART,REP,4851,73.8468564469478,0,1,0,0
sum,3300,3300,,,"HOUSE OF DELEGATES, 37th District",6569,1,1,0,6876,1,POLLA McCLELLAN RUMBERG,DEM,1718,26.1531435530522,0,2,0,0
sum,3350,3350,,,"HOUSE OF DELEGATES, 38th District",7191,1,1,0,7547,0,JOE C. ELLINGTON JR.,REP,5410,75.2329300514532,0,1,0,0
sum,3350,3350,,,"HOUSE OF DELEGATES, 38th District",7191,1,1,0,7547,1,RANDA D. FAULKNER,DEM,1781,24.7670699485468,0,2,0,0
sum,3400,3400,,,"HOUSE OF DELEGATES, 39th District",7336,1,1,0,7715,0,DOUG SMITH,REP,5958,81.2159214830971,0,1,0,0
sum,3400,3400,,,"HOUSE OF DELEGATES, 39th District",7336,1,1,0,7715,1,NEAL VESTAL,DEM,1378,18.7840785169029,0,2,0,0
sum,3450,3450,,,"HOUSE OF DELEGATES, 40th District",8488,2,2,0,8906,0,ROY G. COOPER,REP,6178,72.7851083883129,0,1,0,0
sum,3450,3450,,,"HOUSE OF DELEGATES, 40th District",8488,2,2,0,8906,1,JAMES W. “JIM” McNEELY,DEM,2310,27.2148916116871,0,2,0,0
sum,3500,3500,,,"HOUSE OF DELEGATES, 41st District",8809,3,3,0,9586,0,JORDAN ALLEN MAYNOR,REP,6960,79.0101033034397,0,1,0,0
sum,3500,3500,,,"HOUSE OF DELEGATES, 41st District",8809,3,3,0,9586,1,ANNA WHITE FERRARACCIO,DEM,1849,20.9898966965603,0,2,0,0
sum,3550,3550,,,"HOUSE OF DELEGATES, 42nd District",7700,1,1,0,8244,0,BRANDON STEELE,REP,5929,77,0,1,0,0
sum,3550,3550,,,"HOUSE OF DELEGATES, 42nd District",7700,1,1,0,8244,1,ADDAM GIBSON,DEM,1771,23,0,2,0,0
sum,3600,3600,,,"HOUSE OF DELEGATES, 43rd District",6365,2,2,0,7382,0,CHRISTOPHER TONEY,REP,6365,100,0,1,0,0
sum,3650,3650,,,"HOUSE OF DELEGATES, 44th District",6799,1,1,0,7129,0,CARL BILL ROOP,REP,3883,57.1113399029269,0,1,0,0
sum,3650,3650,,,"HOUSE OF DELEGATES, 44th District",6799,1,1,0,7129,1,TONY O. MARTIN,DEM,2916,42.8886600970731,0,2,0,0
sum,3700,3700,,,"HOUSE OF DELEGATES, 45th District",4991,2,2,0,6149,0,ERIC BROOKS,REP,4991,100,0,1,0,0
sum,3750,3750,,,"HOUSE OF DELEGATES, 46th District",8033,2,2,0,8403,0,JEFF CAMPBELL,REP,5714,71.1315822233288,0,1,0,0
sum,3750,3750,,,"HOUSE OF DELEGATES, 46th District",8033,2,2,0,8403,1,PAUL S. DETCH,DEM,2319,28.8684177766712,0,2,0,0
sum,3800,3800,,,"HOUSE OF DELEGATES, 47th District",7723,2,2,0,8108,0,RAY CANTERBURY,REP,5516,71.4230221416548,0,1,0,0
sum,3800,3800,,,"HOUSE OF DELEGATES, 47th District",7723,2,2,0,8108,1,KAYLA M. McCOY,DEM,2207,28.5769778583452,0,2,0,0
sum,3850,3850,,,"HOUSE OF DELEGATES, 48th District",6026,3,3,0,6382,0,THOMAS CLARK,REP,4546,75.4397610355128,0,1,0,0
sum,3850,3850,,,"HOUSE OF DELEGATES, 48th District",6026,3,3,0,6382,1,DEVIN C. SPINKS,DEM,1480,24.5602389644872,0,2,0,0
sum,3900,3900,,,"HOUSE OF DELEGATES, 49th District",6926,1,1,0,7285,0,STANLEY S. ADKINS,REP,5290,76.3788622581577,0,1,0,0
sum,3900,3900,,,"HOUSE OF DELEGATES, 49th District",6926,1,1,0,7285,1,JEAN NUTTER,DEM,1636,23.6211377418423,0,2,0,0
sum,3950,3950,,,"HOUSE OF DELEGATES, 50th District",5914,1,1,0,6210,0,DAVID “ELLIOTT” PRITT,REP,3928,66.4186675684816,0,1,0,0
sum,3950,3950,,,"HOUSE OF DELEGATES, 50th District",5914,1,1,0,6210,1,JERRY L. ALLEN,DEM,1587,26.8346296922557,0,2,0,0
